Id,Label,tf,ntf,df,idf,nidf,tdf,tf-idf,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Stopwords
9237,kauffman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.384337,0.400529,0,No
9310,juncture,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,2,4,5,0.378607,0.394397,0,No
9323,jukebox,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,5,0.319475,0.322924,0,No
9324,juke,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.317073,0.320833,0,No
9328,juggle,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.323045,0.326414,0,No
9354,jove,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.384437,0.400641,0,No
9377,jolt,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.366923,0.380689,0,No
9387,johnsen,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.326702,0.330524,0,No
9403,jock,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.32582,0.329549,0,No
9411,jitter,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.323723,0.327734,0,No
9416,jimenez,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.36141,0.374238,0,No
9419,jigsaw,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,0,1,1,0,1,0,0,0,0,No
9421,jiffy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.316445,0.320462,0,No
9500,jacobson,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.384312,0.400505,0,No
9517,jab,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,0,1,1,0,1,0,0,0,0,No
9540,israelite,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,1,1,5,0.269935,0.275407,0,No
9567,irs,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.327328,0.331334,0,No
9569,irritate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.398076,0.415824,0,No
9572,irrigate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.377745,0.394474,0,No
9575,irrespective,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,2,2,5,0.378604,0.394393,0,No
9592,irma,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.326816,0.331594,0,No
9625,invoice,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.332154,0.339397,0,No
9630,invincible,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.332391,0.337648,0,No
9642,inventive,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,6,0.281753,0.288236,0,No
9652,intuition,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.378607,0.394397,0,No
9691,intermediary,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,5,0.321728,0.325636,0,No
9700,interdict,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.384237,0.400402,0,No
9725,insure,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.341267,0.348983,0,No
9731,insufficient,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.345149,0.353803,0,No
9736,instruct,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.398076,0.415824,0,No
9755,insolvent,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.377167,0.393644,0,No
9758,insofar,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,2,3,5,0.349987,0.359713,0,No
9759,insignificant,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.325092,0.328409,0,No
9791,inmate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.360829,0.373487,0,No
9803,iniquity,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.378785,0.394608,0,No
9804,inhumane,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.347133,0.356191,0,No
9806,inhospitable,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.359332,0.37172,0,No
9814,inherent,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.384454,0.40066,0,No
9822,ingest,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.398085,0.415852,0,No
9825,ingenious,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.333214,0.338678,0,No
9829,infrequent,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.41003,0.427626,0,No
9849,infirmary,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,4,0.422432,0.439107,0,No
9853,infinitesimal,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.32213,0.325367,0,No
9855,infiltrate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.318724,0.323329,0,No
9856,infield,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.319895,0.323202,0,No
9873,infantile,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.29132,0.297565,0,No
9936,indecisive,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.321938,0.325173,0,No
9954,incompetent,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.328722,0.33365,0,No
9963,incline,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.378607,0.394397,0,No
9974,incentive,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.320201,0.323386,0,No
9980,incapable,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.378607,0.394397,0,No
9989,inappropriate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.357746,0.369935,0,No
9997,inaccuracy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.378607,0.394397,0,No
9998,inaccessible,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.325958,0.329379,0,No
10002,impunity,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.399024,0.416795,0,No
10003,impulsive,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,0,2,2,0,2,0,0,0,0,No
10010,impromptu,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.320577,0.323851,0,No
10039,impede,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.320757,0.324243,0,No
10050,immovable,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,2,3,5,0.320995,0.32409,0,No
10060,immemorial,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,5,0.360829,0.373487,0,No
10074,illustrious,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,6,0.282466,0.288897,0,No
10084,illegitimacy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.360932,0.373628,0,No
10099,igloo,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.394633,0.411702,0,No
10102,idyllic,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.32448,0.327662,0,No
10109,idiosyncratic,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.32696,0.330602,0,No
10140,ibis,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.324385,0.327728,0,No
10145,ia,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.350409,0.360486,0,No
10157,hypocrisy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.320948,0.324369,0,No
10179,hydrophobic,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,5,0.338882,0.345659,0,No
10200,huxtable,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,0,2,2,5,0.386585,0.403022,0,No
10248,humane,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.331887,0.336464,0,No
10275,hoyt,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,6,0.29122,0.29746,0,No
10281,howdy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.332422,0.339695,0,No
10309,hospitable,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.328692,0.332889,0,No
10315,horsewoman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.335723,0.34281,0,No
10320,horseman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.384237,0.400402,0,No
10321,horsehair,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.36662,0.380527,0,No
10329,hornet,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.331615,0.336152,0,No
10330,hornblende,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,4,0.412325,0.42953,0,No
10347,hooligan,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.319222,0.322923,0,No
10368,hone,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.319062,0.322956,0,No
10377,homologue,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.345599,0.354479,0,No
10403,holocene,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.398067,0.415814,0,No
10422,holbrook,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.31313,0.317667,0,No
10427,hoff,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.345471,0.354164,0,No
10433,hoc,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,0,2,2,0,2,0,0,0,0,No
10437,hobbs,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.384237,0.400402,0,No
10449,hitachi,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.384237,0.400402,0,No
10467,hippy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.34572,0.354648,0,No
10482,hindquarters,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,4,0.422432,0.439107,0,No
10501,hilarious,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.309985,0.314784,0,No
10503,highwayman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.32254,0.32815,0,No
10528,heyday,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.395565,0.41265,0,No
10541,hetman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.297466,0.303372,0,No
10551,hesitate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,2,4,5,0.359172,0.371523,0,No
10569,hernia,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,0,1,1,0,1,0,0,0,0,No
10571,hermosa,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.360829,0.373487,0,No
10588,hereafter,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.380866,0.396941,0,No
10613,henchmen,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.319079,0.323889,0,No
10615,henceforth,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.333822,0.339511,0,No
10621,hemlock,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,4,0.412334,0.429539,0,No
10631,helmholtz,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.323551,0.326937,0,No
10647,helga,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.309105,0.313909,0,No
10675,hecate,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.398094,0.415861,0,No
10689,heartfelt,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.384237,0.400402,0,No
10695,hearsay,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.359172,0.371523,0,No
10703,healey,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,0,2,2,5,0.318502,0.322088,0,No
10705,headwater,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.34267,0.350567,0,No
10746,hausa,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.329381,0.333472,0,No
10750,haughty,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.384321,0.400515,0,No
10752,hattie,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.316175,0.320106,0,No
10756,hath,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.327896,0.332557,0,No
10759,hateful,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.323092,0.326353,0,No
10765,hasty,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.311372,0.315978,0,No
10793,harmonious,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.345444,0.354079,0,No
10837,hanley,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.384237,0.400402,0,No
10839,hangover,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.344279,0.352628,0,No
10842,hangman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.345068,0.353675,0,No
10845,hanford,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.326365,0.329908,0,No
10847,handyman,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.345357,0.354096,0,No
10854,handmade,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.285795,0.292138,0,No
10861,handgun,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,5,0.32946,0.333471,0,No
10884,halstead,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.322957,0.326267,0,No
10886,halogen,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.331268,0.335748,0,No
10890,hallucinogen,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.329448,0.333882,0,No
10897,halite,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.328625,0.333509,0,No
10936,habitual,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,6,0.276909,0.28287,0,No
10941,habeas,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.309807,0.314487,0,No
10947,gyro,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.311099,0.31563,0,No
10967,gustafson,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.363363,0.376515,0,No
10969,gush,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.29166,0.297952,0,No
10982,gunfight,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.366923,0.380689,0,No
10985,gumshoe,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.384979,0.401237,0,No
10992,gullah,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,2,2,5,0.345598,0.354477,0,No
10993,gull,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.331077,0.335283,0,No
10996,gulch,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.340606,0.347763,0,No
11010,guideline,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.359172,0.371523,0,No
11024,guardia,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.360829,0.373487,0,No
11031,gu,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.306173,0.31137,0,No
11032,gryphon,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.38452,0.400735,0,No
11046,grout,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.308182,0.313345,0,No
11070,gristmill,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,6,0.265122,0.269761,0,No
11073,grippe,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.385038,0.401526,0,No
11081,grimace,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,1,1,5,0.398072,0.415819,0,No
11082,grim,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,2,3,5,0.384237,0.400402,0,No
11086,grievous,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.384279,0.400468,0,No
11087,grieve,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.378212,0.394554,0,No
11103,gremlin,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,1,1,5,0.336021,0.342018,0,No
11116,greengrocer,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.375746,0.392287,0,No
11118,greenery,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.360829,0.373487,0,No
11138,graven,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.320908,0.324071,0,No
11141,gratitude,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,4,0.384529,0.401395,0,No
11162,granitic,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.299757,0.305484,0,No
11164,grandstand,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.360829,0.373487,0,No
11169,grandma,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.326828,0.330255,0,No
11179,grammarian,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,0,2,2,0,2,0,0,0,0,No
11206,gouge,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.375317,0.391855,0,No
11224,goren,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.360829,0.373487,0,No
11234,goodyear,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.323298,0.326765,0,No
11292,gnaw,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,4,0.412334,0.429539,0,No
11310,glottal,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,2,4,5,0.320734,0.324139,0,No
11339,glassy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.327358,0.331062,0,No
11346,glance,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.326047,0.329684,0,No
11358,gizzard,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.384237,0.400402,0,No
11451,geochemistry,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.318638,0.322407,0,No
11460,gent,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.347228,0.356309,0,No
11468,genevieve,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,6,0.242258,0.244055,0,No
11484,gemma,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.326161,0.329757,0,No
11515,gauleiter,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.384262,0.400449,0,No
11527,gastronomy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,0,2,2,4,0.389751,0.406471,0,No
11545,garnish,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.388331,0.404923,0,No
11576,gam,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,0,2,2,4,0.422425,0.439101,0,No
11585,gallows,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.356983,0.369064,0,No
11613,gaines,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.360844,0.373524,0,No
11617,gaggle,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,2,1,3,5,0.324178,0.327665,0,No
11637,fussy,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.384237,0.400402,0,No
11640,fuselage,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.382837,0.399116,0,No
11673,fumarole,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.322189,0.325685,0,No
11716,frivolous,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.384237,0.400402,0,No
11724,frill,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.33825,0.344751,0,No
11727,frighten,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.398971,0.416664,0,No
11743,frey,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.357278,0.369181,0,No
11747,fresnel,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.318724,0.322146,0,No
11749,freshmen,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.336021,0.342018,0,No
11801,francine,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.384254,0.400439,0,No
11810,frail,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.320861,0.324148,0,No
11818,foyer,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.379165,0.395049,0,No
11840,fossiliferous,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.338999,0.345824,0,No
11851,fortitude,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,0,1,1,0,1,0,0,0,0,No
11853,fortieth,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.327057,0.330593,0,No
11862,formulaic,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.356195,0.368083,0,No
11866,formidable,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.308407,0.313343,0,No
11867,formica,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,2,2,5,0.384234,0.400398,0,No
11886,forfeiture,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,4,0.40836,0.425906,0,No
11896,forceful,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.325068,0.328333,0,No
11907,footwork,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.390544,0.407303,0,No
11915,foothold,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,2,4,5,0.360829,0.373487,0,No
11917,foote,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.321378,0.324503,0,No
11930,fomalhaut,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,0,1,1,5,0.325785,0.329217,0,No
11951,fodder,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.344005,0.352451,0,No
11958,foal,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,4,0.382186,0.398785,0,No
11966,flush,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,4,0.40718,0.424812,0,No
11973,fluoresce,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,1,2,3,5,0.35581,0.367651,0,No
11974,fluke,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.33495,0.34095,0,No
11979,flue,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.32374,0.327116,0,No
11992,florist,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,2,4,2,2,4,5,0.379961,0.395871,0,No
12034,fledgling,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.324527,0.328,0,No
12040,flautist,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,2,3,2,2,4,5,0.326641,0.329941,0,No
12062,flamboyant,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,0,2,2,0,2,0,0,0,0,No
12063,flaky,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,6,0.269342,0.274623,0,No
12065,flak,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.35519,0.366885,0,No
12077,fizzle,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.360829,0.373487,0,No
12078,fizeau,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,1,1,2,1,1,2,5,0.384237,0.400402,0,No
12081,fivefold,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.312958,0.317192,0,No
12091,fissile,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.384237,0.400402,0,No
12114,firehouse,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,2,1,3,2,1,3,5,0.321012,0.324469,0,No
