Id,Label,timeset,tf,ntf,df,idf,nidf,tdf,tf-idf,stopword,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
17087,babel,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,1,3,2,1,3,6,0.279587,0.285682,0
17088,babe,,12,12.61162553,9,8.622573707,8.622493705,108,108.7446707,0,6,6,12,7,11,18,5,0.384512,0.400806,0.000001
17089,babcock,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.313733,0.318022,0
17090,b,,915,8.253848895,526,4.545036263,4.539722275,481290,37.51404254,0,235,203,438,707,669,1376,4,0.476,0.487038,0.000525
17091,azure,,17,12.26331883,6,9.028038815,9.027988815,102,110.7137184,0,11,8,19,15,14,29,5,0.400203,0.417678,0.000005
17092,aztec,,74,10.79246708,46,6.991156888,6.990706795,3404,75.45183059,0,19,23,42,65,45,110,5,0.390364,0.407514,0.000002
17093,azores,,29,11.72923635,19,7.875359305,7.875179292,551,92.37195061,0,3,17,20,27,21,48,4,0.441446,0.456261,0
17094,azimuthal,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.31376,0.317979,0
17095,azimuth,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.318592,0.322049,0
17096,azerbaijan,,93,10.56393268,64,6.660915201,6.660285015,5952,70.3654598,0,33,41,74,86,70,156,4,0.458398,0.470617,0.000002
17097,azalea,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,3,5,2,3,5,4,0.387746,0.404818,0
17098,az,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,1,2,3,2,2,4,5,0.301268,0.306994,0
17099,aylesbury,,15,12.38848198,9,8.622573707,8.622493705,135,106.820599,0,9,7,16,9,8,17,4,0.409575,0.42699,0
17100,ayers,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,2,3,5,5,0.324018,0.327394,0
17101,aye,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.322541,0.326808,0
17102,axon,,21,12.05200974,6,9.028038815,9.027988815,126,108.8060117,0,5,10,15,20,17,37,4,0.423824,0.440637,0.000052
17103,axolotl,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.33606,0.342272,0
17104,axle,,23,11.96103796,14,8.180740955,8.180610949,322,97.85015311,0,10,14,24,22,18,40,4,0.451381,0.464486,0
17105,axis,,138,10.16927849,94,6.276503502,6.275573088,12972,63.82751207,0,42,46,88,117,99,216,4,0.469305,0.479123,0.000009
17106,axiomatic,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17107,axiom,,13,12.53158282,7,8.873888135,8.873828135,91,111.2038641,0,6,6,12,12,13,25,4,0.435116,0.450608,0
17108,axiology,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.32681,0.33159,0
17109,axial,,21,12.05200974,16,8.047209562,8.047059554,336,96.98504802,0,7,4,11,19,20,39,5,0.398103,0.415908,0.000002
17110,axe,,29,11.72923635,22,7.728755831,7.728545813,638,90.65240381,0,16,20,36,28,25,53,4,0.440013,0.455106,0.000005
17111,ax,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345599,0.354479,0
17112,awry,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17113,awoke,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.341779,0.349674,0
17114,awn,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.307591,0.312631,0
17115,awl,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.324309,0.329351,0
17116,awkward,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,4,9,5,4,9,4,0.430515,0.446501,0.000001
17117,awhile,,5,13.48709426,2,10.1266511,10.1266411,10,136.579098,0,1,5,6,5,5,10,4,0.39388,0.410944,0
17118,awful,,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,0,3,5,8,6,5,11,5,0.350686,0.360866,0
17119,awesome,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.326197,0.329645,0
17120,away,,1031,8.158247693,899,4.01851525,4.009494868,926869,32.78404277,0,190,164,354,692,931,1623,4,0.476486,0.486667,0.000234
17121,awash,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.321897,0.32525,0
17122,aware,,46,11.26789078,37,7.208880372,7.208520314,1702,81.22887668,0,17,14,31,40,43,83,4,0.433967,0.449824,0.000001
17123,award,,1049,8.140939569,636,4.364599721,4.358229602,667164,35.53194257,0,171,123,294,790,894,1684,4,0.473752,0.483869,0.000315
17124,awaken,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,1,3,4,3,3,6,5,0.416553,0.434132,0
17125,awake,,33,11.60002462,22,7.728755831,7.728545813,726,89.65375789,0,16,16,32,32,31,63,4,0.441809,0.456566,0.000001
17126,await,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.324077,0.327367,0
17127,avon,,58,11.03608917,20,7.824066011,7.823875996,1160,86.34709014,0,31,42,73,52,56,108,4,0.421889,0.439464,0.000001
17128,avoidance,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,2,4,2,2,4,5,0.381438,0.397561,0
17129,avoid,,137,10.17655125,127,5.975611198,5.974350429,17399,60.81111361,0,15,40,55,129,85,214,4,0.432066,0.448773,0.000048
17130,avogadro,,14,12.45747485,6,9.028038815,9.027988815,84,112.4665665,0,7,4,11,10,8,18,4,0.398702,0.416385,0
17131,avocet,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,2,3,1,2,3,5,0.35131,0.361086,0
17132,avocado,,13,12.53158282,6,9.028038815,9.027988815,78,113.1356161,0,9,8,17,10,10,20,5,0.368752,0.383161,0.000002
17133,aviv,,23,11.96103796,12,8.334891634,8.334781631,276,99.69395524,0,1,15,16,23,22,45,4,0.413295,0.430793,0.000001
17134,avignon,,39,11.43297053,23,7.684304068,7.684084048,897,87.85442197,0,19,23,42,33,35,68,4,0.451174,0.464504,0.000004
17135,avid,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,2,2,4,5,2,7,5,0.321105,0.324345,0
17136,avian,,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,0,9,4,13,11,10,21,5,0.32157,0.324979,0
17137,avesta,,10,12.79394708,7,8.873888135,8.873828135,70,113.5320552,0,3,7,10,5,7,12,4,0.43152,0.447613,0.000002
17138,avery,,30,11.6953348,21,7.775275846,7.77507583,630,90.93445415,0,15,12,27,20,21,41,4,0.374802,0.390063,0.000014
17139,avert,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17140,aversion,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.359172,0.371523,0
17141,average,,556,8.775763883,449,4.712775396,4.708285421,249644,41.35820411,0,60,131,191,500,371,871,4,0.472063,0.482799,0.000026
17142,aver,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17143,avenue,,77,10.75272676,54,6.830814238,6.830284108,4158,73.44987901,0,36,40,76,60,67,127,4,0.445636,0.460242,0.000074
17144,aventine,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,3,3,6,5,0.384396,0.400613,0
17145,avenge,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,2,3,3,2,5,5,0.337318,0.344251,0
17146,ave,,6,13.30477271,8,9.028038815,9.027988815,48,120.1160044,0,5,1,6,6,3,9,5,0.311257,0.315997,0
17147,avarice,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,2,3,5,5,0.356711,0.368824,0
17148,avalanche,,46,11.26789078,27,7.523961418,7.52370139,1242,84.7791755,0,10,22,32,44,38,82,4,0.408257,0.426051,0.000001
17149,avail,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.381438,0.397561,0
17150,auxiliary,,24,11.91847835,20,7.824066011,7.823875996,480,93.25096133,0,11,11,22,18,15,33,5,0.35027,0.360321,0.000001
17151,autumnal,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,1,2,3,3,6,5,0.301595,0.307251,0
17152,autumn,,97,10.5218212,82,6.413079037,6.412268725,7954,67.47727096,0,21,32,53,84,89,173,4,0.452578,0.465814,0.000001
17153,autopsy,,7,13.15062203,6,9.028038815,9.027988815,42,118.7243261,0,3,5,8,7,5,12,4,0.390836,0.407695,0
17154,autonomy,,38,11.45894602,30,7.418600903,7.418310866,1140,85.00934727,0,14,21,35,28,35,63,4,0.447388,0.46135,0
17155,autonomous,,159,10.02762798,120,6.032306541,6.031115857,19080,60.48972583,0,27,16,43,131,81,212,5,0.381021,0.397362,0.000001
17156,autonomic,,10,12.79394708,9,8.622573707,8.622493705,90,110.3167517,0,4,2,6,10,10,20,5,0.324628,0.328045,0
17157,automotive,,23,11.96103796,22,7.728755831,7.728545813,506,92.44394189,0,11,15,26,16,17,33,4,0.420202,0.43729,0.000001
17158,automorphism,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345599,0.354479,0
17159,automobile,,106,10.43309308,95,6.265921393,6.264980969,10070,65.37294114,0,39,43,82,90,64,154,4,0.459192,0.471293,0.000013
17160,automaton,,15,12.38848198,5,9.210360372,9.210320372,75,114.1023835,0,8,12,20,15,14,29,4,0.427642,0.444078,0.000001
17161,automatic,,72,10.81986606,58,6.759355274,6.758785123,4176,73.1353187,0,27,29,56,64,41,105,4,0.429952,0.446468,0.000026
17162,automate,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,3,3,6,5,0.398899,0.416697,0
17163,automata,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,4,2,6,4,3,7,5,0.345949,0.354906,0
17164,autograph,,10,12.79394708,5,9.210360372,9.210320372,50,117.8368632,0,7,6,13,9,6,15,5,0.372677,0.387684,0
17165,autocratic,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,3,3,6,4,3,7,5,0.384437,0.400665,0
17166,autocrat,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.328619,0.333504,0
17167,autocracy,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,2,5,7,3,5,8,4,0.439109,0.454054,0
17168,autoclave,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,2,4,2,2,4,5,0.350409,0.360486,0
17169,autochthonous,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,1,4,3,1,4,5,0.398067,0.415814,0
17170,autobiography,,47,11.24638458,41,7.106226218,7.105826145,1927,79.91935292,0,14,25,39,46,36,82,4,0.444664,0.459232,0.000002
17171,auto,,55,11.08919899,40,7.13091883,7.130528762,2200,79.0761779,0,18,25,43,45,36,81,4,0.429411,0.445914,0.000006
17172,autistic,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,3,6,3,3,6,5,0.33334,0.338429,0
17173,autism,,8,13.01709064,3,9.721185996,9.721165996,24,126.5415592,0,5,5,10,5,5,10,5,0.395442,0.412603,0
17174,authoritative,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,5,10,5,5,10,4,0.387543,0.404081,0
17175,authoritarian,,11,12.6986369,9,8.622573707,8.622493705,99,109.4949327,0,8,3,11,10,4,14,5,0.356267,0.368104,0
17176,author,,472,8.939553192,416,4.789113024,4.784954472,196352,42.81253062,0,87,121,208,369,397,766,4,0.471537,0.482222,0.000049
17177,authenticate,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,2,4,3,3,6,5,0.39889,0.416645,0
17178,authentic,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,7,4,11,7,5,12,5,0.386219,0.402608,0
17179,austria,,519,8.842703366,372,4.898219865,4.894493003,193068,43.31350528,0,82,126,208,415,413,828,4,0.466383,0.4784,0.000021
17180,australis,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,3,4,1,3,4,5,0.367113,0.381133,0
17181,australia,,1670,7.675953272,1095,3.821288642,3.810288581,1828650,29.33203305,0,174,316,490,1474,1455,2929,4,0.482508,0.493864,0.000253
17182,austral,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,4,2,6,4,3,7,5,0.323823,0.327222,0
17183,austin,,107,10.42370334,64,6.660915201,6.660285015,6848,69.43140405,0,48,41,89,97,85,182,4,0.450876,0.46457,0.000023
17184,austere,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.317583,0.321309,0
17185,auspicious,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.398067,0.415814,0
17186,auschwitz,,28,11.76432767,11,8.421903011,8.421803008,308,99.07802661,0,10,14,24,18,17,35,4,0.407068,0.424662,0
17187,aurora,,47,11.24638458,26,7.561701746,7.56145172,1222,85.04180588,0,21,25,46,33,42,75,4,0.434892,0.450867,0.000109
17188,aurochs,,7,13.15062203,3,9.721185996,9.721165996,21,127.8396427,0,4,4,8,5,6,11,5,0.365759,0.379543,0
17189,auriga,,4,13.71023782,1,10.81979828,10.81979828,4,148.3420076,0,2,4,6,4,4,8,5,0.343114,0.351185,0
17190,auric,,10,12.79394708,5,9.210360372,9.210320372,50,117.8368632,0,5,5,10,5,7,12,5,0.386656,0.403153,0
17191,aurelius,,12,12.61162553,11,8.421903011,8.421803008,132,106.213887,0,4,6,10,11,6,17,4,0.390381,0.407221,0
17192,aural,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.31308,0.31743,0
17193,aura,,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,0,7,2,9,8,3,11,5,0.332914,0.338686,0
17194,auntie,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.398094,0.415861,0
17195,aunt,,54,11.10754813,39,7.156236638,7.155856573,2106,79.48824289,0,19,24,43,48,40,88,4,0.446858,0.46096,0.000008
17196,auk,,5,13.48709426,2,10.1266511,10.1266411,10,136.579098,0,1,4,5,4,5,9,4,0.40356,0.42108,0
17197,augustus,,143,10.13368755,108,6.137667057,6.136596506,15444,62.19720022,0,45,48,93,131,102,233,4,0.455633,0.468546,0.000018
17198,augustine,,64,10.93764909,37,7.208880372,7.208520314,2368,78.84820386,0,32,25,57,49,46,95,4,0.421239,0.438449,0.000003
17199,augusta,,86,10.64218488,42,7.082128666,7.08171859,3612,75.36932261,0,52,47,99,83,75,158,4,0.444642,0.459537,0.000016
17200,august,,2055,7.468014551,1696,3.383181019,3.366075896,3485280,25.26564508,0,294,314,608,1729,1760,3489,4,0.483178,0.49431,0.000599
17201,augmentation,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.35519,0.366885,0
17202,augite,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,0,2,2,0,3,3,4,0.389751,0.406471,0
17203,augean,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17204,aug,,1,15.09653218,4,10.81979828,10.81979828,4,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0
17205,auerbach,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,0,1,1,0,1,1,5,0.345598,0.354477,0
17206,audubon,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,8,6,14,8,7,15,5,0.350706,0.360976,0
17207,audrey,,14,12.45747485,12,8.334891634,8.334781631,168,103.8317029,0,7,3,10,9,10,19,5,0.304555,0.309962,0.000019
17208,auditory,,14,12.45747485,11,8.421903011,8.421803008,154,104.9156449,0,9,5,14,13,9,22,5,0.328582,0.332705,0
17209,auditorium,,23,11.96103796,19,7.875359305,7.875179292,437,94.19747161,0,8,13,21,22,20,42,4,0.448461,0.462143,0.000003
17210,auditor,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,2,4,2,2,4,5,0.388391,0.405141,0
17211,audition,,25,11.87765635,21,7.775275846,7.77507583,525,92.35205455,0,7,16,23,21,22,43,4,0.446487,0.460514,0.000014
17212,audit,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,4,5,9,5,5,10,5,0.354594,0.365861,0
17213,audio,,201,9.793227269,132,5.936996362,5.935685529,26532,58.14235467,0,75,62,137,143,109,252,4,0.451484,0.465462,0.000023
17214,audience,,180,9.903575326,150,5.80916299,5.807671909,27000,57.53148326,0,28,57,85,163,133,296,4,0.469243,0.479283,0.000109
17215,audible,,10,12.79394708,8,8.740356743,8.740286741,80,111.8236617,0,3,6,9,9,6,15,5,0.358345,0.370526,0
17216,audacity,,9,12.8993076,2,10.1266511,10.1266411,18,130.6267875,0,5,5,10,5,6,11,4,0.407591,0.425051,0
17217,auctioneer,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,1,2,2,1,3,5,0.320705,0.324646,0
17218,auction,,18,12.20616042,13,8.254848927,8.254728922,234,100.7600102,0,12,12,24,15,16,31,4,0.432034,0.44812,0.000001
17219,auckland,,49,11.20471188,27,7.523961418,7.52370139,1323,84.30381988,0,18,18,36,41,44,85,4,0.393802,0.411221,0
17220,auburn,,52,11.14528846,26,7.561701746,7.56145172,1352,84.2773472,0,23,17,40,37,30,67,4,0.380988,0.397217,0.000001
17221,aubrey,,11,12.6986369,11,8.421903011,8.421803008,121,106.9466884,0,10,2,12,10,6,16,5,0.314199,0.319204,0.000009
17222,atwood,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17223,attrition,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,2,2,4,4,0.387729,0.40478,0
17224,attribution,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,3,4,7,3,4,7,5,0.37164,0.386215,0
17225,attribute,,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,0,10,9,19,13,15,28,4,0.425326,0.442046,0.000001
17226,attract,,65,10.92214491,50,6.907775279,6.907285168,3250,75.44772258,0,17,22,39,52,44,96,4,0.440537,0.455589,0.000001
17227,attorney,,79,10.72708432,55,6.812465099,6.811924964,4345,73.07788758,0,23,27,50,60,69,129,4,0.442613,0.457462,0.000005
17228,attlee,,12,12.61162553,2,10.1266511,10.1266411,24,127.7135316,0,7,8,15,10,9,19,4,0.402837,0.42045,0
17229,attitude,,36,11.51301324,31,7.38581108,7.385511041,1116,85.03294074,0,14,15,29,29,30,59,4,0.427725,0.444247,0.000054
17230,attire,,5,13.48709426,2,10.1266511,10.1266411,10,136.579098,0,4,4,8,4,4,8,4,0.408013,0.425591,0
17231,attica,,17,12.26331883,10,8.517213191,8.517123189,170,104.4493009,0,8,9,17,13,13,26,5,0.352608,0.363342,0
17232,attic,,16,12.32394346,14,8.180740955,8.180610949,224,100.8189889,0,6,10,16,15,11,26,4,0.43611,0.451683,0.000003
17233,attentive,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17234,attention,,156,10.04667617,150,5.80916299,5.807671909,23400,58.36277938,0,50,44,94,125,140,265,4,0.458185,0.470532,0.000004
17235,attendant,,10,12.79394708,10,8.517213191,8.517123189,100,108.9687749,0,3,7,10,7,7,14,4,0.401243,0.418648,0
17236,attend,,75,10.77904406,72,6.543132165,6.542421927,5400,70.52870992,0,16,31,47,67,64,131,4,0.436078,0.451998,0.000001
17237,attempt,,151,10.07925234,146,5.836191663,5.834740639,22046,58.82444847,0,38,21,59,112,145,257,4,0.453155,0.466058,0.000002
17238,attainder,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.296899,0.302951,0
17239,attain,,12,12.61162553,12,8.334891634,8.334781631,144,105.1165321,0,2,8,10,12,8,20,4,0.42881,0.445219,0
17240,attack,,581,8.73178142,429,4.758341365,4.754052266,249249,41.54879673,0,118,137,255,516,486,1002,4,0.475579,0.48548,0.00031
17241,attach,,22,12.00548972,20,7.824066011,7.823875996,440,93.93174409,0,9,13,22,18,20,38,4,0.416436,0.433858,0.000002
17242,atropos,,10,12.79394708,5,9.210360372,9.210320372,50,117.8368632,0,5,6,11,6,8,14,5,0.351345,0.361636,0
17243,atrophy,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,2,3,1,2,3,5,0.323339,0.32689,0
17244,atrocity,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.361933,0.374825,0
17245,atreus,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,1,2,2,2,4,5,0.378607,0.394397,0
17246,atop,,9,12.8993076,8,8.740356743,8.740286741,72,112.7445502,0,2,3,5,2,9,11,4,0.399716,0.417343,0
17247,atonal,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,3,7,4,4,8,5,0.333177,0.338379,0
17248,atomic,,283,9.45108528,204,5.50167829,5.499646268,57732,51.9968307,0,51,27,78,208,132,340,4,0.389379,0.406503,0.000015
17249,atom,,246,9.591200641,128,5.96776802,5.966497239,31488,57.23806046,0,44,71,115,232,192,424,4,0.469243,0.47956,0.000036
17250,atoll,,39,11.43297053,21,7.775275846,7.77507583,819,88.89449963,0,9,16,25,30,31,61,4,0.462314,0.473217,0.000008
17251,atmospheric,,87,10.63062406,67,6.615105665,6.61444546,5829,70.32270143,0,40,19,59,78,54,132,5,0.349257,0.359067,0.000048
17252,atmosphere,,186,9.870785504,134,5.921958484,5.920627626,24924,58.45438196,0,29,61,90,165,151,316,4,0.469902,0.479856,0.00001
17253,atlas,,105,10.44257183,43,7.058598169,7.058178089,4515,73.70991837,0,43,41,84,84,79,163,4,0.464091,0.475072,0.000061
17254,atlantis,,33,11.60002462,18,7.929426526,7.929256515,594,91.9815429,0,13,16,29,16,26,42,4,0.448133,0.461861,0.000003
17255,atlantic,,794,8.419448716,533,4.54127686,4.535942765,423202,38.23504763,0,79,91,170,742,720,1462,4,0.462711,0.474912,0.000035
17256,atlanta,,134,10.19869238,93,6.287198791,6.286278386,12462,64.12120639,0,33,34,67,120,91,211,4,0.4408,0.456035,0.000009
17257,atkinson,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,1,3,4,2,3,5,5,0.348079,0.357699,0
17258,atkins,,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,0,7,9,16,8,11,19,4,0.394774,0.411963,0
17259,athletic,,161,10.01512781,107,6.14696945,6.145908909,17227,61.5626847,0,56,27,83,98,80,178,4,0.41516,0.432741,0.000016
17260,athlete,,91,10.58567267,71,6.557118407,6.556418176,6461,69.41150912,0,33,41,74,56,81,137,4,0.452197,0.465683,0.000005
17261,athens,,198,9.808265147,118,6.04911366,6.047942998,23364,59.33131068,0,57,71,128,175,172,347,4,0.469665,0.479856,0.000024
17262,athenian,,16,12.32394346,13,8.254848927,8.254728922,208,101.7322914,0,7,13,20,13,14,27,5,0.396192,0.413542,0
17263,athena,,50,11.18450917,26,7.561701746,7.56145172,1300,84.57392254,0,27,30,57,41,40,81,4,0.454769,0.467518,0.000007
17264,atheist,,28,11.76432767,23,7.684304068,7.684084048,644,90.40067095,0,6,19,25,26,25,51,4,0.457736,0.469692,0.000002
17265,atheism,,10,12.79394708,8,8.740356743,8.740286741,80,111.8236617,0,7,6,13,9,8,17,4,0.432624,0.448411,0
17266,athabascan,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.332329,0.337135,0
17267,ate,,50,11.18450917,46,6.991156888,6.990706795,2300,78.19265833,0,19,22,41,39,37,76,4,0.426861,0.443764,0.000001
17268,atchison,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.302804,0.308438,0
17269,atalanta,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,3,4,7,3,4,7,5,0.405181,0.422959,0
17270,at,,16913,5.360694341,11346,1.483177746,1.362762552,191894898,7.950862552,1,2263,1265,3528,10601,14247,24848,4,0.501143,0.524534,0.007921
17271,asynchronous,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,2,6,4,3,7,5,0.321221,0.324682,0
17272,asymptotic,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.384234,0.400398,0
17273,asymptote,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.33386,0.339705,0
17274,asymmetry,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,3,6,3,3,6,5,0.349422,0.35912,0
17275,asylum,,46,11.26789078,22,7.728755831,7.728545813,1012,87.08677657,0,26,24,50,36,37,73,4,0.454362,0.467091,0.00002
17276,asunder,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,0,2,2,0,2,2,5,0.344018,0.352464,0
17277,asuncion,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,2,4,2,2,4,5,0.336021,0.342018,0
17278,astrophysics,,19,12.1520932,15,8.111748083,8.111608076,285,98.57471871,0,7,14,21,18,17,35,4,0.447681,0.461443,0
17279,astrophysicist,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,4,6,10,5,6,11,4,0.392244,0.40923,0
17280,astrophysical,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,2,2,4,5,0.314266,0.318449,0
17281,astronomy,,187,9.86542356,155,5.776373167,5.774832011,28985,56.98636794,0,47,61,108,156,159,315,4,0.464649,0.475865,0.000065
17282,astronomer,,148,10.0993199,123,6.007613929,6.006393208,18204,60.67281492,0,32,60,92,121,130,251,4,0.451002,0.465058,0.000034
17283,astronaut,,31,11.66254497,21,7.775275846,7.77507583,651,90.67950424,0,8,16,24,19,24,43,4,0.400989,0.418573,0
17284,astrology,,33,11.60002462,25,7.600922459,7.600682435,825,88.17088763,0,18,20,38,31,29,60,4,0.440734,0.455725,0.000007
17285,astrologer,,14,12.45747485,13,8.254848927,8.254728922,182,102.8345729,0,6,5,11,13,7,20,5,0.384595,0.400881,0
17286,astringent,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
17287,astral,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,2,3,5,4,3,7,5,0.325599,0.329163,0
17288,astoria,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,3,2,5,4,3,7,5,0.345855,0.354784,0
17289,astor,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,5,3,8,8,3,11,5,0.339427,0.346276,0
17290,asthma,,21,12.05200974,10,8.517213191,8.517123189,210,102.6495363,0,12,10,22,17,16,33,4,0.419516,0.436661,0
17291,asteroid,,270,9.498110218,125,5.991484547,5.990243802,33750,56.9077806,0,56,68,124,237,212,449,4,0.468958,0.479273,0.000033
17292,asterisk,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,3,6,4,3,7,5,0.373831,0.388811,0
